Date,Portfolio Value,Daily Returns
2021-12-08,99793.17803988958,-0.0020682196011042905
2021-12-09,98515.50548789834,-0.012803205360195335
2021-12-10,98495.55034044715,-0.00020255844348930114
2021-12-13,96392.92352813184,-0.021347429452880224
2021-12-14,96551.35694389108,0.0016436208173828465
2021-12-15,98988.44779678516,0.025241394114329605
2021-12-16,97004.948018406,-0.020037689473130383
2021-12-17,95383.38044072338,-0.01671633881371637
2021-12-20,94358.78482427588,-0.010741867311824378
2021-12-21,96569.8124814755,0.02343213365154316
2021-12-22,97641.1418519946,0.011093832979375459
2021-12-23,98328.67758092648,0.007041455229743751
2021-12-27,100213.63607945268,0.019169977110440106
2021-12-28,99775.92390822458,-0.004367790535821715
2021-12-29,99547.240677038,-0.0022919680643289832
2021-12-30,99113.49462088224,-0.00435718813706733
2021-12-31,98447.56366694468,-0.006718872707342121
2022-01-03,100553.3810628073,0.021390243876290686
2022-01-04,100145.44242396884,-0.004056936072429674
2022-01-05,97284.52325473983,-0.028567642220973077
2022-01-06,97807.8139545782,0.005378971724702112
2022-01-07,97169.01068278083,-0.006531208969602701
2022-01-10,97246.89466679185,0.000801531099923179
2022-01-11,97867.84350327867,0.006385281901436977
2022-01-12,98313.74220528029,0.004556130860150007
2022-01-13,95958.48448820742,-0.023956546300058987
2022-01-14,95264.57978333911,-0.007231301208738826
2022-01-18,92739.5284801793,-0.026505667782323227
2022-01-19,91281.1699018632,-0.015725318019357754
2022-01-20,89827.25848587485,-0.015927835034886765
2022-01-21,87624.3151244021,-0.024524219024441875
2022-01-24,87402.12665359369,-0.0025356942361600154
2022-01-25,86488.52497471006,-0.010452854110799322
2022-01-26,87426.6800608004,0.010847162515081166
2022-01-27,86070.9526103567,-0.015507021992609771
2022-01-28,88575.47051856735,0.029098294282260132
2022-01-31,91473.39676099765,0.03271702905402941
2022-02-01,92081.51817437091,0.0066480685631710905
2022-02-02,93103.90299072805,0.011103040399715011
2022-02-03,89589.17310304764,-0.03775061812425243
2022-02-04,91082.47727839036,0.01666835537844614
2022-02-07,90920.83405297247,-0.0017746907006475495
2022-02-08,91916.46080937625,0.010950479796783376
2022-02-09,94017.33444778498,0.022856337373190285
2022-02-10,92221.08096888862,-0.01910555632582782
2022-02-11,89184.81407692064,-0.03292378337001156
2022-02-14,89252.8762851341,0.0007631591646841652
2022-02-15,92366.44918621771,0.034884846636614245
2022-02-16,92410.66015429335,0.0004786474793081423
2022-02-17,89089.33530464412,-0.035940927638692104
2022-02-18,87827.20739102893,-0.014166992146695208
2022-02-22,86869.82866996327,-0.010900707759079408
2022-02-23,84618.86472524094,-0.025911918777625376
2022-02-24,86173.14014276107,0.01836795403208104
2022-02-25,88151.36900389234,0.022956443943599858
2022-02-28,87757.07111917362,-0.004472963825454556
2022-03-01,85639.24418837966,-0.02413283515259943
2022-03-02,87267.87921638775,0.019017391424258852
2022-03-03,86374.45545912244,-0.010237715930393973
2022-03-04,84737.10436876505,-0.018956427356376114
2022-03-07,81520.22099642482,-0.037963102424892425
2022-03-08,81314.43224908915,-0.002524388977609533
2022-03-09,84625.727053349,0.040722104461313975
2022-03-10,83944.1033056967,-0.008054568880957428
2022-03-11,82292.67390471064,-0.019672964936823516
2022-03-14,81476.54402235114,-0.00991740629675646
2022-03-15,84715.92451323725,0.03975844250337192
2022-03-16,87881.23917391537,0.03736386846824218
2022-03-17,89040.32070851284,0.013189180597506862
2022-03-18,91201.70923756555,0.024274267116898066
2022-03-21,91435.47668747771,0.002563191543957212
2022-03-22,92483.09439469663,0.011457453334001147
2022-03-23,91001.04708317344,-0.01602506189075109
2022-03-24,93989.79212944886,0.03284297425219477
2022-03-25,94054.93669762388,0.000693102588048042
2022-03-28,95156.98018709534,0.011717019097194296
2022-03-29,96093.87908540347,0.009845824199822563
2022-03-30,95065.11166369886,-0.010705857974474245
2022-03-31,93287.01449129892,-0.018703992887423335
2022-04-01,92984.95305345269,-0.003237979471134386
2022-04-04,94367.05658280512,0.01486373315215781
2022-04-05,92368.2001117826,-0.02118171895367499
2022-04-06,90147.0220288351,-0.024046999727822618
2022-04-07,89831.98479740873,-0.003494704809279244
2022-04-08,88774.12514380296,-0.011775979969623034
2022-04-11,86432.12652498466,-0.026381545467494567
2022-04-12,85718.70541504749,-0.008254119603674734
2022-04-13,86468.73192489086,0.008749858111036216
2022-04-14,84587.16903700614,-0.021760037946654456
2022-04-18,85413.16998138551,0.009765085577199167
2022-04-19,87329.44214421959,0.022435324239244245
2022-04-20,86081.32049844864,-0.014292106019751599
2022-04-21,84067.18265133767,-0.023398082597341788
2022-04-22,81933.0738781291,-0.025385753464102937
2022-04-25,83077.5511881807,0.013968441019971444
2022-04-26,79816.92022829964,-0.03924803888953517
2022-04-27,79144.70399019402,-0.008421976645840146
2022-04-28,82388.12742054714,0.040980928183836564
2022-04-29,78952.43784667969,-0.041701270333892974
2022-05-02,80530.4133430537,0.01998640623913776
2022-05-03,80945.19817093082,0.0051506606095535765
2022-05-04,83466.01089577864,0.03114221450819929
2022-05-05,79457.6208443805,-0.04802421977975327
2022-05-06,78951.33796555051,-0.006371734686362627
2022-05-09,75668.36056290765,-0.041582289638655054
2022-05-10,76276.1497200331,0.008032276008149597
2022-05-11,74152.72258621674,-0.027838677510732785
2022-05-12,73600.1561679965,-0.007451734730006531
2022-05-13,76369.33797670307,0.037624673001858316
2022-05-16,75491.5042481879,-0.011494583451580461
2022-05-17,77835.08224799047,0.031044261511835303
2022-05-18,74586.14908035465,-0.041741244099728535
2022-05-19,74213.48473245764,-0.004996428324721704
2022-05-20,73656.73406730859,-0.007502014858299303
2022-05-23,75752.8331668753,0.028457670925937064
2022-05-24,74263.63309130537,-0.01965867167356483
2022-05-25,75570.89083984845,0.01760293287746685
2022-05-26,77698.19777299433,0.028149819454346744
2022-05-27,80115.8666137438,0.031116150825183857
2022-05-31,80097.50857030104,-0.00022914366677544205
2022-06-01,79087.47772671937,-0.012610015737195767
2022-06-02,81530.72917528718,0.030893025277785112
2022-06-03,79298.03490711389,-0.027384696429895862
2022-06-06,79611.87077876656,0.003957675269258204
2022-06-07,80116.5939934273,0.0063397984461805905
2022-06-08,79409.52213214258,-0.008825535710401601
2022-06-09,77218.22398598706,-0.02759490407849401
2022-06-10,74137.91640607243,-0.039890940517792906
2022-06-13,70783.04429284354,-0.04525177231652155
2022-06-14,70659.80150909582,-0.001741134264271317
2022-06-15,72575.38662353109,0.027109970216781083
2022-06-16,70178.48396533675,-0.033026384973017554
