,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,META,META,META,META,META,META,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,JPM,JPM,JPM,JPM,JPM,JPM,JNJ,JNJ,JNJ,JNJ,JNJ,JNJ,V,V,V,V,V,V
,Close,sma_20,rsi_14,macd,atr_14,ESG,Close,sma_20,rsi_14,macd,atr_14,ESG,Close,sma_20,rsi_14,macd,atr_14,ESG,Close,sma_20,rsi_14,macd,atr_14,ESG,Close,sma_20,rsi_14,macd,atr_14,ESG,Close,sma_20,rsi_14,macd,atr_14,ESG,Close,sma_20,rsi_14,macd,atr_14,ESG,Close,sma_20,rsi_14,macd,atr_14,ESG,Close,sma_20,rsi_14,macd,atr_14,ESG,Close,sma_20,rsi_14,macd,atr_14,ESG
0,0.20447488522077495,0.2733474301219322,0.132962213334272,0.3787551719242388,0.21243339192539062,0.0,0.21203146062567324,0.2702994205509044,0.0,0.2136404882465491,0.4622962201948744,0.0,0.17959406785742793,0.2330563202979637,0.0,0.2871107635373734,0.13754331763770278,0.0,0.33782084233779575,0.4942845269156563,0.010845195305549726,0.16399223620176784,0.2684447363315225,0.0,0.5326913595195304,0.7019193488225017,0.2721203794097559,0.19064316057598402,0.7245688405164237,0.0,0.29945110730279617,0.3368137869664944,0.17597943587194276,0.32705466848490106,0.22823359127693757,0.0,0.056522251546160356,0.08212775319762683,0.0,0.38399304564649384,0.10956559806322651,0.0,0.16844716835468881,0.20588635106113418,0.13304511276039432,0.32228828200116666,0.21709265057885316,0.0,0.18473500594219128,0.19013740271507418,0.4508517423723934,0.29417283311539955,0.3586023593051889,0.0,0.1143384910381311,0.16321245075035962,0.1386304563787168,0.29946928249589805,0.28788296988735707,0.0
1,0.20393427420490828,0.2667621410945481,0.13130675074743486,0.3827491610289406,0.22825147177235683,0.0,0.23595923715763656,0.2629899957606967,0.1821764695642129,0.2541522343600223,0.5412412459466094,0.0,0.18908048796490917,0.22898673171561218,0.11464012330465867,0.30357163423116584,0.1569246697328735,0.0,0.3313538027799301,0.48371278170013,0.0,0.15026547320321704,0.2940587284339759,0.0,0.549736415861121,0.6941659428256595,0.31498032070420495,0.21313944209104801,0.750781294151291,0.0,0.2916260314454258,0.33293248761054944,0.13935004272684687,0.31057761726865246,0.24082649741358023,0.0,0.05880569620903254,0.08004824224833745,0.06068188299788568,0.39032886250434756,0.11169321012274828,0.0,0.174024807232874,0.20377202265687788,0.18741782433601467,0.3695157157556366,0.22090924985913588,0.0,0.19403801938314014,0.18868969346317055,0.48492530145029417,0.36542979639022566,0.35802145297487376,0.0,0.13324378442348306,0.1600218270018141,0.2903067685139164,0.32369637066536905,0.30904761207436104,0.0
2,0.20111048016946886,0.2599886958673795,0.12221101928497968,0.39504335682230124,0.23513931953885114,0.0,0.245070396673163,0.2560793614478638,0.2430896146118618,0.30859585696609276,0.5431681862914464,0.0,0.18813920320984379,0.22487143665858272,0.11003821436690886,0.3255197634847249,0.15529918082276895,0.0,0.3357968239687589,0.47388099080307977,0.03204159146579377,0.17219953890366096,0.29575791579773886,0.0,0.4526217886986408,0.6809703720926068,0.19032879333062996,0.12937524273766954,0.8088881535170023,0.0,0.29164022158026126,0.3292987061463995,0.13950164195645454,0.30986329503937615,0.23083859714152158,0.0,0.054585423861402076,0.07782908949767539,0.02409565247051909,0.39101662671069604,0.11872376504887451,0.0,0.16355176894174467,0.20111033134130352,0.13900055447504794,0.3929887911594527,0.23617591707414534,0.0,0.2214501925227339,0.18798418844766251,0.5759093718392838,0.4561884615900761,0.37006102611514713,0.0,0.13461167795118656,0.15687311424728523,0.3004647774203056,0.3537488152775079,0.3034563494612985,0.0
3,0.26785797017972424,0.25734448544887856,0.5205601124170283,0.512527158469304,0.2845532004312018,0.0,0.2695803421355666,0.2509821404692485,0.38760505752405977,0.3964608941982131,0.5710237134897775,0.0,0.20608018831530162,0.22187543617214306,0.29608052675529384,0.4029858052522751,0.16342537242043043,0.0,0.361005906732358,0.46567777229078955,0.19997756886302281,0.24820157946214125,0.30350857879788934,0.0,0.46808875718090415,0.6694737127414623,0.22689347787581976,0.116749188828634,0.8086054363338635,0.0,0.3016625048800352,0.32608999449054615,0.24356244217343814,0.337651159057035,0.22490697075718005,0.0,0.059152283965538045,0.07597102493995356,0.13795378212691478,0.4081937359758026,0.11844641565956991,0.0,0.16876814268891044,0.19874704127306575,0.18960642027854174,0.4343636174302935,0.2384864335562201,0.0,0.23633535449398813,0.18760209295240715,0.6196209754359412,0.5368885913739703,0.3581783719576308,0.0,0.24135223719270704,0.1595267178549824,0.7563116645026569,0.5733828925736534,0.41176352744932143,0.0
4,0.29459322530909404,0.2564070962550419,0.6205113760807464,0.6323717810758287,0.28687893911394147,0.0,0.27749778450339024,0.24682358798830828,0.42916578885826434,0.4711462349720124,0.5361190959773692,0.0,0.2141401253403642,0.2196490877256863,0.3645401689950619,0.4836893831217654,0.15751566870117306,0.0,0.39350390156813786,0.45997644448897634,0.3749351168036425,0.3659210531106577,0.3134846259038601,0.0,0.5491177075696234,0.6633114302488985,0.39055158678046203,0.2274082101283859,0.8413893031384538,0.0,0.3180356570230481,0.32435284838379336,0.3846285633085075,0.39370677924349085,0.2325820054353702,0.0,0.06754190513792194,0.07461452360799767,0.3099576452099931,0.44359047769411225,0.11914958818305303,0.0,0.1767534946858062,0.19684215056131082,0.2632327361821997,0.49116557421111284,0.23727235965118984,0.0,0.24253672508136614,0.1884986331084586,0.6374156355562623,0.5947570602657967,0.32990563174946497,0.0,0.232412300901238,0.16200482174987307,0.7126145655497615,0.694916540959066,0.4044902988271919,0.0
5,0.29357181117887376,0.2539208193780357,0.6156091647804309,0.7073744372569912,0.26617789829519756,0.0,0.2710358103668027,0.24255839427738413,0.3971140172890269,0.5078976449856342,0.5024945968967129,0.0,0.22380210479034401,0.21793594213751594,0.43856174856468233,0.5666669272178276,0.1533752701448438,0.0,0.4029126314689172,0.45358753670447094,0.4195525437003285,0.4680965862145736,0.3023751806193377,0.0,0.5442131083534751,0.6495286792020833,0.3835294325577136,0.3090097796138437,0.8049298426720599,0.0,0.32617261115065144,0.32288278439919044,0.4443998960791856,0.4497025740266168,0.22339492912853695,0.0,0.06831663815993247,0.07310432923421453,0.32415526397468014,0.4713558630522334,0.11608542932929079,0.0,0.18698580222626932,0.19476853410702466,0.3487718584492279,0.5597922939825482,0.2293544500599727,0.0,0.2250478513952181,0.1880136512024606,0.5623813997172944,0.6017236112988913,0.32834517582712164,0.0,0.26265138266256804,0.16486799680533926,0.785894536264534,0.8178116289918593,0.41449879950396407,0.0
6,0.30096131608082854,0.2526239145477839,0.6425782657426893,0.7622021322048239,0.24710999666965427,0.0,0.2847171015680965,0.24000649961293585,0.47013521422869636,0.5544685032728789,0.4751369500406779,0.0,0.26655302455036933,0.21877543814150863,0.6616624301646685,0.7391852726466765,0.23720853564126781,0.0,0.3995382926879091,0.4479640269861035,0.4071773461680304,0.5353872705213392,0.3109187834354941,0.0,0.5212682001320614,0.6370085660113722,0.35043756275150245,0.3473170239987604,0.7753585685015509,0.0,0.3318429193860616,0.32186486920602514,0.48384871654895734,0.4982683899325059,0.22331528053327623,0.0,0.07139521252746717,0.07198937922660026,0.3802849155748477,0.4980839957314687,0.11332093557153465,0.0,0.18213049080409888,0.19111512855149848,0.3184329884550952,0.6002459000135794,0.2213586736817326,0.0,0.2484906196369996,0.18925558763287942,0.6326366759275448,0.6338353262817961,0.33807906944333865,0.0,0.27759987923572815,0.1682629356198606,0.8178034637366438,0.9073618864159625,0.40628962846590255,0.0
7,0.2832981427634266,0.2519452133030321,0.5546166551822178,0.7650683827727489,0.24152952897060553,0.0,0.2491748666627953,0.23752353380640612,0.30867901748239696,0.5168693526259024,0.5038358476420661,0.0,0.24628384856903118,0.22001468937101204,0.5284329753032566,0.7817009852960815,0.2573744129866346,0.0,0.3311970319714522,0.4394797956269282,0.21176557322416373,0.47649719800381873,0.37255417550317244,0.0,0.5082490573820746,0.6268982388359261,0.3319173097882446,0.3685052266727613,0.7660846629117468,0.0,0.21100784910332493,0.3153639392724049,0.04333957463805299,0.3091210671798943,0.40243529157767244,0.0,0.06479972992610289,0.07098240032970826,0.28929509074818477,0.500778313439985,0.11253164337244402,0.0,0.17715464500157513,0.18785323843464763,0.287952654674502,0.6207565119135553,0.21593558611791,0.0,0.24836677522558515,0.18965243341616,0.6320875027981523,0.6465512870743413,0.3294128524804728,0.0,0.25864565020075525,0.1712858989146535,0.725795631602395,0.9103173251684308,0.39213663344618277,0.0
8,0.28155360524183026,0.2521500354092935,0.5461883544448922,0.7577567294737418,0.2309751173017287,0.0,0.2628270540080807,0.23622051079228856,0.37917436206935967,0.5156253270416444,0.4950983972809615,0.0,0.24712187804606633,0.221307685740385,0.5322638923208279,0.7989251912842582,0.25392933420667324,0.0,0.44035019177837686,0.4376126081838184,0.5846167245167633,0.6165994862275104,0.5189509131853445,0.0,0.5371028473243709,0.61964167771996,0.3904456605322018,0.42743189147318666,0.7560197845128496,0.0,0.21005804592180094,0.3081889189191457,0.041641622192538974,0.19962836199204026,0.3927921537901582,0.0,0.06669069916677067,0.06991950754932605,0.3242895128109096,0.5074019113977482,0.10767760479129622,0.0,0.19264368468801002,0.1850499116590406,0.411741019629228,0.6713770000004557,0.22119301271638211,0.0,0.234350439253997,0.18965243341616,0.56967796803632,0.6265631777884979,0.3278883725832531,0.0,0.24325742417951157,0.17354919969651061,0.6565608056345869,0.8643498569934822,0.3905736201645488,0.0
