,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,META,META,META,META,META,NVDA,NVDA,NVDA,NVDA,NVDA,JPM,JPM,JPM,JPM,JPM,JNJ,JNJ,JNJ,JNJ,JNJ,V,V,V,V,V
Price,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-10,176.488525390625,177.80435062036204,176.05321297222847,176.20162316730602,43698000,322.9102783203125,325.5750490379659,322.2022915235242,325.4373707679848,20557100,137.1143035888672,138.76293643045838,136.3893082421022,137.55129206777264,27786600,129.47999572753906,130.74000549316406,128.0500030517578,128.82000732421875,42178600,263.6199951171875,268.94000244140625,257.6499938964844,257.75,122656000,319.8681335449219,322.67086312994786,316.21068760266763,317.16479734182053,19038000,45.76847839355469,46.229179763507624,45.05893698303584,45.28079400115597,368582000,139.30416870117188,140.37538134037726,138.95029390279785,139.08419365845117,11288800,147.75787353515625,148.6069528828719,147.32866405302096,147.7765385310457,5273500,232.65394592285156,234.24692245145116,230.37263212477305,230.98228684474572,4644000
2023-10-11,177.88351440429688,177.9329844734106,175.70696722860302,176.300562769531,47551100,326.8730773925781,327.26639677950044,323.64781040646227,325.6832464860802,20063200,139.58726501464844,140.14342670743898,137.63075788905127,137.63075788905127,25884300,131.8300018310547,132.0500030517578,129.61000061035156,129.74000549316406,40741800,262.989990234375,268.6000061035156,260.8999938964844,266.20001220703125,103706300,325.81146240234375,326.8252019690386,320.9713056224866,321.03093557755113,22036300,46.775821685791016,46.82878891705578,46.020308596739376,46.16621437205222,378137000,139.7823486328125,140.8152955967343,138.70159180644836,140.1266642874531,8698200,145.7238311767578,148.4016959937486,145.59320466645744,147.85119957442708,6922900,231.74925231933594,234.53205454604642,230.97243477398564,233.5880741112992,4760900
2023-10-12,178.78382873535156,180.39644439001881,177.13161588848607,178.1506510638416,56743100,325.63409423828125,328.0628797237766,323.23480695672527,325.05394288857616,19313100,138.01808166503906,140.25266956903684,137.3129383696769,140.08383585702484,24765500,132.3300018310547,134.47999572753906,131.22999572753906,132.1699981689453,55528600,258.8699951171875,265.4100036621094,256.6300048828125,262.9200134277344,111508100,322.17388916015625,328.51480402545536,320.7128945741685,325.99035800443886,20530500,46.91473388671875,47.57830726462998,46.30013251687724,46.746842929581085,481325000,139.45718383789062,140.55708810280757,138.80681784665097,139.92584022144413,10484400,145.86376953125,146.0783671350496,144.68813116239502,145.48121545348877,5792400,232.83096313476562,233.76511595837675,230.97248530519974,232.7621384025678,4472800
2023-10-13,176.94366455078125,179.9908219020002,176.24122571645097,179.48626336769357,51427100,322.26129150390625,328.25947886718836,320.9141270220076,326.8336925301548,21072400,136.41909790039062,139.0410135497291,135.68416137323422,138.42526533908884,23420500,129.7899932861328,133.30999755859375,128.9499969482422,132.97999572753906,45786600,251.1199951171875,259.6000061035156,250.22000122070312,258.8999938964844,102073800,312.76190185546875,323.0584117433315,310.45610917882857,321.54773567791074,21341000,45.43169021606445,47.0856258439627,45.25080714920821,46.92972437247631,474115000,141.5517578125,146.4391197639744,141.39872538258095,142.0299732105152,29427000,146.34896850585938,146.8248191090773,145.60252529980028,146.23699277075752,5359800,233.7061004638672,234.66975166813742,232.29011461023717,232.44744970604063,4966800
2023-10-16,176.8150177001953,177.17118104988546,174.6285675347915,174.86601479996662,52517000,327.08935546875,330.53095207086227,325.0833879040406,325.52586089073617,22158000,138.147216796875,138.67358525879382,137.04481932574345,137.223579110876,28501900,132.5500030517578,133.07000732421875,130.42999267578125,130.69000244140625,42832900,253.9199981689453,255.39999389648438,248.47999572753906,250.0500030517578,88917200,319.1823425292969,319.84825085704006,313.58683207904073,316.68774165332815,16536100,46.06528854370117,46.195202001343034,44.88304863104429,45.03395227290401,375099000,141.40829467773438,143.0055323066605,140.327523241417,142.93857514789116,12663500,146.9834442138672,147.65524171324634,146.33963709052708,147.25403683187253,6408100,236.0661163330078,236.6954418037475,234.35513067616728,235.01395460613676,6227300
2023-10-17,175.26173400878906,176.51820117592956,172.9367919566193,174.7670635598835,57549400,326.5190734863281,327.895706363903,321.9466717819366,324.0902879776136,18338500,138.762939453125,138.9416992051521,136.24032959877303,137.6804094322447,23515800,131.47000122070312,132.5800018310547,128.7100067138672,130.38999938964844,49344600,254.85000610351562,257.17999267578125,247.0800018310547,250.10000610351562,93562900,322.0148620605469,322.4124052068477,315.3559006202656,316.2305137404862,16387800,43.90967559814453,44.72515146398081,42.452615298122,43.971635905037324,812333000,141.1022491455078,142.80469497559815,140.39448502750164,141.14051455403643,11482700,145.63986206054688,148.3083872969945,144.25895118434704,145.5372259269442,12244400,237.17724609375,237.45257503331666,234.31577568150146,235.63343846862986,4527600
2023-10-18,173.96571350097656,175.68717223288098,173.2434988158149,173.70849028197048,54764400,324.6015930175781,329.9901616003234,322.8217980493897,326.9418838619396,23153600,137.01499938964844,139.75608830865576,136.4389704924277,138.4947833931161,23375000,128.1300048828125,130.6699981689453,127.51000213623047,129.89999389648438,42699500,242.67999267578125,254.6300048828125,242.0800018310547,252.6999969482422,125147800,315.0279235839844,323.9429655381797,313.6265590251634,319.42085555543287,16851000,42.168800354003906,43.19114356919589,41.79804111040275,42.56354620148906,627294000,139.55282592773438,141.05441474218063,139.0363451068341,140.2031918871184,9620300,142.50477600097656,145.50919926762654,141.87030859669943,145.0053583428899,9097300,233.5094451904297,236.8134072670269,233.0374548950018,235.9579220432574,9528300
2023-10-19,173.5897979736328,175.94441955236843,173.32267164674883,174.16360253338752,59302900,325.7913513183594,331.25857055625,325.3881892871773,326.6074881074966,25052100,136.8064422607422,138.70336281042037,136.43898153017037,137.55130492277888,26066000,128.39999389648438,132.24000549316406,127.47000122070312,130.57000732421875,60961400,220.11000061035156,230.61000061035156,216.77999877929688,225.9499969482422,170772700,310.8934326171875,319.91781707841454,309.839929589378,317.92012250181403,18709200,42.0738639831543,43.26909220321944,41.855003378817976,42.78340541148184,501233000,138.9598388671875,140.61447482979764,138.56771329009695,139.14156307299834,11143600,142.1222686767578,142.85937235760008,140.0975364250571,141.51577726810464,7733800,229.9104766845703,233.95193004142686,229.51715395084676,233.50943821491276,5927400
2023-10-20,171.0372772216797,173.55019672394363,170.7998299466356,173.44136860989997,64244000,321.2190246582031,326.38142037907215,320.01938102368644,326.1847456816056,25027700,134.67115783691406,136.92559762296315,134.15471554856344,136.38930324394852,26335700,125.16999816894531,128.1699981689453,124.97000122070312,128.0500030517578,56406400,211.99000549316406,218.86000061035156,210.4199981689453,217.00999450683594,138010100,306.7588806152344,313.3681296809183,304.5922448588885,312.2152637473473,22312300,41.36031723022461,42.44261916103959,41.05151453316081,41.86299127969732,477266000,136.72178649902344,138.81637238652576,135.9279471456701,138.27121439324483,13332900,142.75672912597656,143.56847851999785,142.1315869879437,142.5141411169137,7207000,229.48765563964844,231.83779423522356,228.75999207707392,230.225147019067,5748300
2023-10-23,171.15599060058594,172.15521956196545,168.11870652701532,169.08827156264798,55980100,323.8247985839844,327.1779011119036,318.97707038724695,320.0390357293436,24374700,135.56500244140625,136.7170603116326,133.0324663979107,134.11499648001524,26317900,126.55999755859375,127.87999725341797,123.9800033569336,124.62999725341797,48260000,212.0800018310547,216.97999572753906,202.50999450683594,210.0,150683400,312.0860900878906,315.415540583069,305.3774469154465,307.6037128698438,17796800,42.947296142578125,43.22012278548461,40.91860593108143,41.20242325687503,478530000,134.8567657470703,137.4199937221178,134.59852530081517,136.7122441498325,10133400,141.25453186035156,143.22326922505127,141.08658958372644,142.62611740168,5874000,227.66851806640625,230.54965903260268,227.42268759166566,227.50135514409882,5071700
2023-10-24,171.59132385253906,171.81886808001443,169.62252961684246,171.2054814250168,43816600,325.0145568847656,326.3026949587647,322.13345600220845,325.77169735313146,31153600,137.85916137695312,138.40539695654883,136.47868335993908,136.8858785332984,44814300,128.55999755859375,128.8000030517578,126.33999633789062,127.73999786376953,46477400,216.52000427246094,222.0500030517578,214.11000061035156,216.5,118231100,310.635009765625,316.39949165621766,308.72679049402075,314.83910368776947,19525500,43.634849548339844,43.66882802570082,42.66347986731124,43.049228794577566,401463000,135.01934814453125,135.55494711247462,134.2446414520433,135.03848084880846,8881400,141.10520935058594,141.78634639987635,140.0788624431344,140.65734914073835,6155300,230.73646545410156,232.5851153282966,229.0058244045002,229.0058244045002,6844100
2023-10-25,169.27622985839844,171.2153295207887,168.83101438745086,170.04791453369674,57157000,334.98541259765625,340.4231348794275,331.98628851300685,339.2628021799774,55053800,124.74958801269531,127.43109032375405,124.21328603505674,127.28212386646624,84366200,121.38999938964844,126.33999633789062,120.79000091552734,126.04000091552734,74577500,212.4199981689453,220.10000610351562,212.1999969482422,215.8800048828125,107065100,297.69476318359375,308.97522722021284,297.00898842237564,308.100614172248,42192500,41.752071380615234,43.621867655032496,41.52821673196295,43.37002736306011,398379000,134.28289794921875,135.02891291384947,133.43167499757715,134.44550405149027,8242600,141.42247009277344,141.98229184637918,140.17217161155722,141.11456172154098,5880800,232.8997802734375,234.50258464540414,227.43249832234477,228.37649387631987,10365300
2023-10-26,165.11111450195312,169.55326090861308,163.90411730631092,168.55401686361284,70625300,322.41864013671875,335.9293564408089,321.48448041784866,334.8575484524091,37828500,121.44239807128906,123.47835889189942,120.43931430693331,122.42561458962273,57061100,119.56999969482422,121.63999938964844,118.3499984741211,120.62999725341797,100419500,205.75999450683594,214.8000030517578,204.8800048828125,211.32000732421875,115112600,286.58331298828125,293.19256300342494,277.68813665644586,293.19256300342494,66684100,40.30000305175781,42.22875913409801,39.85429143072344,41.82601906009142,541001000,134.62721252441406,135.49756817373063,133.35515763556165,133.6707815939065,9109400,139.02452087402344,141.7956819257249,138.91255937285422,141.7956819257249,7612500,227.42266845703125,231.68045372181757,226.51801418661685,230.6578056348318,6414500
2023-10-27,166.4269256591797,167.1590433521086,165.05174242645685,165.13089150916355,58499100,324.3066101074219,331.1013097225857,322.92013452668544,324.9162596517857,29856500,121.3331527709961,122.4653433429545,119.38657937399506,122.03828847268005,44566500,127.73999786376953,130.02000427246094,125.5199966430664,126.19999694824219,125309300,207.3000030517578,212.41000366210938,205.77000427246094,210.60000610351562,94881200,294.91192626953125,297.47610509070023,291.17495433640306,292.6757121707254,29596300,40.47389221191406,41.17943837928563,39.98920425077625,41.10348715819275,416784000,129.77809143066406,133.03952380650347,129.2998760533495,132.896050436924,17434700,135.85215759277344,138.70728982585885,135.24566622946833,138.54867295037863,11385800,225.44622802734375,227.53086576320004,224.22690340590393,227.31453373352036,5540900
2023-10-30,168.47488403320312,169.3455090048735,167.07002152646473,167.218431744534,51131000,331.68145751953125,333.7857627071757,326.29288900889105,327.846541065036,22828100,123.60746765136719,124.54103122378429,121.90918179187298,122.36602995491228,28940100,132.7100067138672,133.0,128.55999755859375,129.72000122070312,72485500,197.36000061035156,210.8800048828125,194.6699981689453,209.27999877929688,136448200,300.8056335449219,307.50432847654946,297.21773591231505,297.25749932854717,28435100,41.13446807861328,41.73907765520457,40.454906082459445,41.06051827775502,388028000,131.4327392578125,132.02572177610827,130.11285987814452,130.4954410141241,9855500,137.18641662597656,137.38236349928152,136.2253757306898,136.30934686044006,8205300,229.19265747070312,229.48765702511162,226.19352284210115,228.3175016286816,5170300
2023-10-31,168.9497833251953,169.07838740239757,166.1103641120373,167.54492077929578,44846000,332.4681091308594,333.3432725394677,329.105193805489,333.1957815178894,20265300,123.23007202148438,124.51123661998803,121.84959392373723,124.20335492205861,26292300,133.08999633789062,133.57000732421875,131.7100067138672,132.75,51589400,200.83999633789062,202.8000030517578,194.07000732421875,196.1199951171875,118068300,299.42413330078125,301.819371074518,295.04114935769604,301.45164288608447,19434200,40.75370788574219,40.8526468966784,39.204707934267006,40.42392261933526,517969000,133.00128173828125,133.1734468931873,131.4805600741699,131.7101087493854,9672500,138.40872192382812,138.59532919548946,136.82253875887338,137.66227859996053,7576900,231.17898559570312,231.78864037471058,229.1041757784179,229.67450428316423,4828400
2023-11-01,172.11563110351562,172.37285429322375,168.30666274339976,169.1772875334019,56934900,340.2952880859375,341.6227672265474,333.9824026215242,334.120080906605,28158800,125.58384704589844,125.62357396545967,122.87255108577632,123.22015216051825,30082400,137.0,137.35000610351562,133.7100067138672,133.9600067138672,61529400,205.66000366210938,205.99000549316406,197.85000610351562,204.0399932861328,121661700,309.9393005371094,310.82383173354657,300.0005705556763,300.0005705556763,20434600,42.297725677490234,42.353689345975745,40.842662672388876,40.85765239612764,437593000,132.88650512695312,134.40722668153956,132.43698145826758,133.18299635651664,9432000,138.7352752685547,139.73363185807088,138.52067764903217,139.2018004988681,5733000,234.60092163085938,235.05324126567967,231.74927935010004,232.20161398922056,4996200
2023-11-02,175.6772918701172,175.88504503012373,173.58978171760563,173.64913976332178,77334800,342.5076904296875,343.00915979906836,339.01691026500765,341.44569527784813,24348100,126.61671447753906,128.09650612590542,126.06055280075913,127.54034444912548,27124600,138.07000732421875,138.80999755859375,136.47000122070312,138.72999572753906,52236700,218.50999450683594,219.1999969482422,211.4499969482422,212.97000122070312,125987600,308.96533203125,316.8666354692739,306.440885813312,315.3559289149485,21631800,43.47794723510742,43.85570184848127,42.866342349318806,43.30006060911841,409172000,135.25845336914062,135.31583688693433,133.16386740580762,133.98639854679735,10186200,140.1815185546875,140.3307958211184,137.66227070152462,137.82090182241853,5349100,239.1930694580078,239.1930694580078,235.21061247439323,235.90877767573213,6286700
2023-11-03,174.76708984375,174.93529110628108,171.5022764668811,172.38278939451087,79829200,346.9129638671875,348.4764586181646,341.5342382393827,343.7958771188286,23637700,128.21568298339844,128.6427302490581,126.98417141335472,127.14307906515411,26393100,138.60000610351562,139.49000549316406,137.4499969482422,138.99000549316406,44059800,219.9600067138672,226.3699951171875,218.39999389648438,221.14999389648438,119534800,312.6724853515625,313.61664660431865,309.1144026453778,310.6350272850042,16764300,44.97598648071289,45.27978753454021,43.694811487819166,43.99162089726106,424610000,136.76962280273438,137.5060787041398,135.66973307233147,135.99491608553157,9538700,141.20785522460938,142.07559956820867,140.09752288333024,141.08656834437963,4926800,239.53720092773438,241.2285156554706,238.2195382880095,241.03183928838018,5029800
2023-11-06,177.31954956054688,177.51741470377712,174.33175117664155,174.49993730319443,63841300,350.5806884765625,351.573844508911,347.45375939501855,347.55209672635783,23828300,129.35781860351562,129.4471984879827,127.78863940770145,128.16604134781133,19052700,139.74000549316406,140.72999572753906,138.36000061035156,138.75999450683594,44970400,219.27000427246094,226.32000732421875,215.0,223.97999572753906,117335800,313.8651123046875,316.37961003011276,312.523407886489,314.0440325136339,12887700,45.72150421142578,45.90538750972343,44.87005229839821,45.25580503371784,400733000,137.8025665283203,137.90777451161767,136.56876248838046,136.93221090231273,7625100,141.5437469482422,142.2248697736259,141.2358385988228,141.61839269087898,4851400,239.42906188964844,240.69754057614384,238.5637337907667,239.93055067188115,5254100
2023-11-07,179.88198852539062,180.495375116872,177.06236062659886,177.2701137835187,70530000,354.51397705078125,356.41176470087066,351.6623742073379,353.4028281132475,25833900,130.07289123535156,131.00645490781392,128.99036108505814,129.81467762235425,29757300,142.7100067138672,143.3699951171875,140.5,140.5500030517578,53553500,222.17999267578125,223.1199951171875,215.72000122070312,219.97999572753906,116900100,316.86663818359375,319.03327432489834,313.1892954750228,315.1174117712226,14055600,45.925376892089844,46.18820402459903,45.128889794516326,45.68952896873558,343165000,137.73561096191406,137.97471869091854,136.59747043079386,137.2573955039051,6297900,140.79733276367188,142.0569567946713,140.59206048843905,141.75837376261532,4840400,240.6876983642578,240.98269792617089,239.3208815648848,239.35038002064599,4219700
2023-11-08,180.9405517578125,181.49458023161168,179.65440560298228,180.40631432840433,49340300,357.1394348144531,357.798237980275,354.5336303274662,355.64477925814185,26767800,130.93690490722656,131.30438074733325,129.88416823105302,130.0728691738139,26425800,142.0800018310547,143.1199951171875,141.22000122070312,142.97000122070312,44521700,222.11000061035156,224.14999389648438,217.63999938964844,223.14999389648438,106584800,317.8207702636719,319.36126158939925,312.95079765621443,316.1908339897348,13609700,46.543975830078125,46.83678620591324,45.93836370236791,46.07027857367067,346719000,138.4146728515625,138.52943988272057,137.36259308602519,137.8312494532148,7618200,140.28414916992188,141.6650599313753,140.2748095530473,141.217199675243,5460000,240.35264587402344,241.18039110507263,239.25883430576414,239.93877325849883,5117500
2023-11-09,180.4656982421875,182.1574629246798,179.87208759448916,181.00983881988668,53763500,354.6712951660156,358.7028859089797,354.3467849553374,356.2544152579837,24847300,129.34786987304688,131.64204409766117,129.17903618057173,131.0560891965532,23747800,140.60000610351562,142.64999389648438,139.83999633789062,142.02000427246094,36235400,209.97999572753906,220.8000030517578,206.67999267578125,219.75,142110500,318.5859375,322.19370088406015,316.8466599712013,317.46288663053105,16103100,46.919734954833984,48.198908596818825,46.71986312021431,47.43639996851601,540496000,138.00340270996094,139.30414926654268,137.4391120037173,139.10330695807204,7992500,137.55029296875,140.42409000760455,137.4010014827062,140.42409000760455,6973600,238.11575317382812,240.9143290251601,237.4555267252829,240.76652274423364,4866600
2023-11-10,184.65609741210938,184.82452025063435,181.8129530168045,182.24883894138773,66133400,363.50146484375,363.92428238869843,355.0449639030692,355.45793871169803,28042100,131.6817626953125,131.8903308755952,128.5235527815123,129.20882874695465,26913300,143.55999755859375,143.64999389648438,139.91000366210938,140.4600067138672,49287800,214.64999389648438,215.3800048828125,205.69000244140625,210.02999877929688,130994000,326.755615234375,327.08361030945247,317.5026600324258,317.97972999135806,19096200,48.30384063720703,48.440753359097926,47.25252065392858,47.46937982263058,421245000,140.0501708984375,140.0979953626484,137.80256702030007,138.6250981852041,7983300,137.39169311523438,138.55800629957423,135.88948116431578,138.32474366270625,6930700,241.673095703125,241.69280821873323,238.44093481058616,240.42161409626738,4094400
2023-11-13,183.0710906982422,184.28957909475855,182.4866141219331,184.0815522328342,43627500,360.56134033203125,362.3214796716584,359.79435710159004,362.0756513284613,19986500,131.18521118164062,131.6817863001911,130.3509686195006,130.87733703282254,18324800,142.58999633789062,143.22999572753906,140.6699981689453,142.0800018310547,35680600,223.7100067138672,225.39999389648438,211.61000061035156,215.60000610351562,140447600,327.173095703125,330.2938415366344,323.7044882105345,324.2014247719074,16908900,48.58865737915039,49.084339842163374,48.067993319046685,48.28885152839415,384136000,139.42849731445312,139.87802101103242,138.83551481853044,139.35198109014414,6676300,137.74623107910156,137.99814442893575,136.83183146304813,137.39166738156172,5889300,241.10154724121094,242.09681122995352,240.5497171074034,241.42673607782822,4088500
2023-11-14,185.68641662597656,186.35014665967793,184.55708244510558,185.94397876686426,60108400,364.0914306640625,365.7434199318085,361.22017242867213,364.81910296344984,27683900,132.7047119140625,134.7704659468235,132.40677900657556,133.27081474682353,32395200,145.8000030517578,147.25999450683594,144.67999267578125,145.0,56674600,237.41000366210938,238.13999938964844,230.72000122070312,235.02999877929688,149771600,334.2494201660156,336.02846129644803,331.2876677604988,332.4902759068059,17179400,49.62398147583008,49.80186810947218,49.00838133866222,49.647968075180216,416954000,141.9725799560547,142.74728651264513,140.13623470495793,140.2892525304016,9927700,137.77423095703125,138.59530566035735,137.13042387748683,137.755565961868,6713600,243.33843994140625,244.31399139847406,241.99827462363507,242.5796660021644,14092000
2023-11-15,186.2510528564453,187.72711849110286,186.02320887124122,186.09256123667055,53790500,364.2392272949219,367.64838835280426,361.7168083416723,365.82556050862166,26860100,133.69786071777344,134.10505589307232,132.65506524316734,133.94614824111162,23861500,143.1999969482422,147.2899932861328,142.58999633789062,147.05999755859375,63875700,242.83999633789062,246.6999969482422,236.4499969482422,239.2899932861328,150354000,330.6714782714844,336.3266180839063,327.9979574674847,335.85949655936287,14531200,48.85647964477539,49.92778706317978,48.168923511551455,49.90280546942848,475497000,143.21597290039062,143.6176721402416,141.99174247589872,141.99174247589872,8365300,138.83792114257812,139.41640791289706,137.41035497650503,137.48500072706574,6729100,244.49139404296875,244.6195028453267,241.76178941432445,243.21035112812254,13258900
2023-11-16,187.93516540527344,189.173470968727,186.88506958999568,187.79647578680803,54412900,370.643798828125,370.821147278909,364.74177589351456,365.51031591616425,27182300,135.99203491210938,136.28005692536698,133.3999277183977,134.26396344963493,28013200,142.8300018310547,143.32000732421875,139.52000427246094,140.91000366210938,49653500,233.58999633789062,240.8800048828125,230.9600067138672,239.49000549316406,136816800,332.14239501953125,332.52998968812386,324.3802499066988,327.35192024475583,18932600,49.44810485839844,49.49307783387502,48.29884843286255,48.647622492403215,339756000,144.85145568847656,144.92797191112115,143.5507090914729,143.5507090914729,8126200,140.05088806152344,140.1161941942489,138.68862804461264,139.49105205737467,6875600,244.94468688964844,245.8118421238735,243.66364399997644,244.9643843694361,7051600
2023-11-17,187.91534423828125,188.5988913131576,186.80582731444395,188.47010270019993,50922700,364.4166259765625,368.87021288647435,361.6084886476014,368.12136824695096,40157000,134.38314819335938,135.12801082704152,132.73451526045164,135.06842424103002,37240600,145.17999267578125,145.22999572753906,142.5399932861328,142.66000366210938,49636700,234.3000030517578,237.38999938964844,226.5399932861328,232.0,142532800,332.9872131347656,333.4443862149523,327.33207342795106,328.2365014832876,14494400,49.26622009277344,49.684948701072095,48.97540732164273,49.49207232670018,325205000,146.1617889404297,146.20003975816704,144.93754386315666,145.56879181066185,7812400,139.76161193847656,140.69466233037758,139.08982875454942,140.47073934814156,7023300,245.9202423095703,246.59033253908598,245.033374545242,245.8118460240418,7238200
2023-11-20,189.65887451171875,190.1145776039652,188.10357060538217,188.11347160798348,46505100,371.8951416015625,373.30412667259094,365.5497473551406,365.7665166021644,52465100,135.3166961669922,135.72389133009685,132.70470665032983,132.7742344288309,27815500,146.1300048828125,146.6300048828125,144.72999572753906,145.1300048828125,41951200,235.60000610351562,237.10000610351562,231.02000427246094,234.0399932861328,116320100,337.88702392578125,339.7753766653028,332.14243887763337,332.8381621487933,16960500,50.376502990722656,50.515413319946866,49.14929401076898,49.28021007685078,414120000,146.61129760742188,147.05126227688535,145.3009918428977,145.45402430131793,7019000,140.9937286376953,141.45457546881343,138.76468059783178,139.1126836748056,8851700,246.3242645263672,247.27025479707544,242.01800446328616,245.9695144157905,8604200
2023-11-21,188.85646057128906,189.72823253932046,187.9648865974642,189.61926104331656,38134500,367.5893249511719,370.69304303967186,365.66795990773056,370.15113498600977,28423100,136.0317840576172,136.2403371131516,135.02870781151344,135.35643404163898,22635300,143.89999389648438,144.0500030517578,141.5,143.91000366210938,71226000,241.1999969482422,243.6199951171875,233.33999633789062,235.0399932861328,122288000,334.9153137207031,337.81740571586823,333.8419139620349,336.25701792314584,12027900,49.911800384521484,50.48442900851123,49.1902657498463,50.09368225266799,565747000,146.30526733398438,146.93651536598904,145.92270072948605,146.52524240187188,7083500,142.1317596435547,142.29164675094668,140.71157579467177,141.17243699920272,5916300,248.5513153076172,249.6451269730353,246.38340449438857,246.38340449438857,7213700
2023-11-22,189.52020263671875,191.12504193836494,189.04469749475615,189.69852651247717,39617700,372.299072265625,374.2105744423134,369.46137707263404,372.44686262583303,23345300,137.54135131835938,138.46497356017844,136.52833405776215,136.52833405776215,17813900,146.7100067138672,147.74000549316406,144.57000732421875,144.57000732421875,45669100,234.2100067138672,244.00999450683594,231.39999389648438,242.0399932861328,117950600,339.397705078125,340.8189666199393,336.505530803819,337.1316756910171,10702700,48.68458557128906,50.302541056638844,47.659246201339464,49.81985461878129,899420000,146.64952087402344,147.17556067742998,146.2382480844604,146.72603708124387,5174500,141.84959411621094,142.99701823185208,141.4451620248212,142.6114149578891,4633500,250.0195770263672,250.82760977261242,248.9750391894859,249.31007679070356,5701400
2023-11-24,188.19273376464844,189.1140258787283,187.47946852715137,189.0843077535022,24048300,371.88519287109375,372.4172681851317,369.6288567640138,371.786655950828,10176600,135.75369262695312,137.1838312275909,135.05849057227317,137.08451015366452,12514300,146.74000549316406,147.1999969482422,145.32000732421875,146.6999969482422,22378400,235.4499969482422,238.75,232.3300018310547,233.75,65125200,336.15771484375,339.76544877605295,334.70663825678906,338.04606769746846,5467500,47.745201110839844,48.88946341849403,47.71421905232239,48.43875395222816,294645000,146.85040283203125,147.7111994503958,146.60173603684765,146.89822729871454,3496900,143.4296875,143.59897466878422,141.88723110683628,141.88723110683628,3351400,250.5911102294922,250.98527032938273,249.80277499346718,250.4827139465857,1640900
2023-11-27,188.014404296875,188.886176253634,187.13273133734725,188.14319291304204,40552600,373.0478820800781,375.04808851693826,370.6733134944069,371.2447795697606,22179200,135.47561645507812,137.47184281366268,135.06842125397912,135.098214546326,23436500,147.72999572753906,149.25999450683594,146.8800048828125,147.52999877929688,53762400,236.0800018310547,238.3300018310547,232.10000610351562,236.88999938964844,112031800,332.64935302734375,337.8174751715421,332.15241645594386,334.12026586710266,15684500,48.210899353027344,48.49871188238506,47.62127956875629,47.769182964937485,395662000,146.51565551757812,146.84083852903916,146.05657276057562,146.74518959909054,6259100,142.2822265625,143.26037788858105,141.99066691666732,143.23214901363752,6449700,250.43345642089844,251.26120170611156,248.83708836566672,250.59112648558045,5478900
2023-11-28,188.6186981201172,189.29234420962146,187.62805366546104,188.0045033953615,38415400,377.0778503417969,377.3734310799554,372.60453806574077,372.79174922299154,20453100,136.2602081298828,136.30986867209273,134.49240193795245,135.1478847248758,18730000,147.02999877929688,147.60000610351562,145.52999877929688,146.97999572753906,42711700,246.72000122070312,247.0,234.00999450683594,236.67999267578125,148549900,336.91302490234375,337.3006499613328,331.35727803769555,331.35727803769555,12637200,47.790164947509766,48.29184398043461,47.442389759187826,48.204898277235316,401491000,146.85040283203125,147.1660267993671,146.06613703554254,146.54435251441902,6582700,142.61141967773438,142.78070682538433,141.86839892642647,142.3950891874262,5909000,249.25094604492188,250.44329012641748,247.94034190389183,250.1476775681915,5234900
2023-11-29,187.5983123779297,190.29286617117475,187.2020606914072,189.11399699712592,43014200,373.2843933105469,378.654310364066,371.89510374186113,378.122265050378,28963400,134.06533813476562,137.3427213579803,133.916356526449,136.6276672242787,23967200,146.32000732421875,148.5399932861328,145.97000122070312,147.85000610351562,40610900,244.13999938964844,252.75,242.75999450683594,249.2100067138672,135401300,330.1646728515625,337.8174779149077,328.75335963186114,337.60877304579327,16024500,48.10896682739258,48.730567513457544,47.82914854414182,48.34781498680007,382005000,147.596435546875,148.8493577931611,147.29037062877043,147.45296214377154,9126100,143.0628662109375,143.14750978463718,142.08472920641915,142.32925986974044,5190000,250.52212524414062,252.33530080729517,249.82248880776206,250.21664890970118,4955100
2023-11-30,188.17288208007812,188.53943075060016,186.42935355090071,188.06391060225252,48794400,373.3435363769531,374.50619409044,369.95407010737097,372.9296932561048,30554400,131.62220764160156,134.62152578156724,130.38076977042198,134.12495063309544,38988300,146.08999633789062,146.92999267578125,144.3300018310547,144.75999450683594,65814000,240.0800018310547,245.22000122070312,236.91000366210938,245.13999938964844,132353200,325.1455993652344,331.4567000194309,320.42470183872075,329.8565787849226,23146400,46.739845275878906,48.07898145694806,46.392070077516905,47.993034557521675,526247000,149.27972412109375,149.32754858088393,147.6537946460609,148.16070181308922,9869800,145.461181640625,145.91262832404047,142.88414538496704,143.20391952108503,12481900,252.93638610839844,253.02506987463883,249.4775838988284,250.54183420244468,6874700
