,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,META,META,META,META,META,NVDA,NVDA,NVDA,NVDA,NVDA,JPM,JPM,JPM,JPM,JPM,JNJ,JNJ,JNJ,JNJ,JNJ,V,V,V,V,V
Price,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,171.24024963378906,174.59424618696573,171.0342957824536,174.40791055107027,103049300,298.9322814941406,305.55455325788046,298.5250730010145,304.35224961733445,33422100,138.1149139404297,141.13458383266473,138.07220921119722,141.07995269395536,37524000,162.99749755859375,166.4949951171875,162.95350646972656,166.44500732421875,59966000,359.20001220703125,367.71331787109375,358.8800048828125,364.8566589355469,48992700,220.99761962890625,227.090066488488,220.89822625435752,227.05030307254862,24192300,27.237884521484375,28.198188071817484,27.22191389271316,27.733010189112925,523440000,123.46858978271484,127.11866489547819,123.41423460714975,126.64768344923283,17353900,158.64974975585938,161.31734558414956,158.4259589845729,160.7623351831679,11490400,215.53611755371094,219.5694563961493,214.24350166570892,217.61596221766945,10759500
2022-04-01,170.94606018066406,171.5050671665747,168.62180263029362,170.67146498333403,78751300,300.0086364746094,300.697032696906,296.2466465454115,299.96013953034355,27110500,139.19049072265625,139.5087909885533,137.36011265105827,138.54444908128045,25942000,163.55999755859375,165.82699584960938,162.3195037841797,164.14950561523438,57090000,361.5299987792969,364.9166564941406,355.5466613769531,360.3833312988281,54263100,223.4723663330078,225.88747061892326,221.3355301287633,223.17420137831095,19544800,26.664899826049805,27.447517830165626,26.220684779158603,27.326730894613775,517235000,122.55377960205078,124.45580967977484,121.18613835358394,124.44674357503456,15721300,159.5091094970703,159.7239398918661,157.19064042586945,158.48862414447697,6525600,219.9971160888672,220.25953065466024,215.983203908262,216.80931669730225,6559600
2022-04-04,174.99635314941406,175.0453912102986,171.0735477076942,171.20104367313095,76468400,305.3897399902344,305.52546630436024,300.28972091399,300.6581674070127,24289600,141.99215698242188,142.72759360722597,139.34938903607505,139.39706436312292,25942000,168.34649658203125,168.39450073242188,163.20550537109375,164.125,49882000,381.8166809082031,383.3033447265625,357.510009765625,363.1266784667969,82035900,232.4569549560547,232.9141432079849,224.4761559932633,224.5954159001588,28054800,27.311756134033203,27.509406950687776,26.566073594108467,26.680870583661918,397120000,123.09722900390625,124.03012571638128,120.36193250252339,121.4759716583395,17416400,157.9694366455078,159.5091183023592,157.1190344145865,159.5091183023592,6860600,221.3383331298828,222.79616878320104,218.63647890545604,219.41397938999552,8521200
2022-04-05,171.6815948486328,174.85907295980758,171.0539465140656,174.07450880051937,73401800,301.4241638183594,305.29279303590346,300.444874882853,303.7414533090585,23156700,139.6280059814453,142.01106069829746,139.42093801039823,141.890402385543,21418000,164.05499267578125,168.11050415039062,163.26600646972656,167.7415008544922,53728000,363.7533264160156,384.2900085449219,362.4333190917969,378.76666259765625,80075100,230.4195098876953,235.4087565335103,229.60454192352773,232.64579084022074,29727200,25.885278701782227,27.270831893546518,25.77447435397992,27.205945967215584,436615000,121.66468811035156,123.54431138437121,121.36358138353441,122.33077901636655,12110300,158.98992919921875,160.81605603337536,157.8083072730953,157.96944374443297,7446100,219.73471069335938,222.55320192722078,218.97663732042773,220.45391497300778,4658000
2022-04-06,168.51393127441406,170.27919687020847,166.84674180895354,169.03370184368734,89058800,290.39031982421875,297.6621976161441,287.6851730006055,295.9072534761738,40110400,135.6126708984375,138.40590569725433,134.5887272738365,137.79958340829674,32468000,158.75599670410156,162.1999969482422,157.25450134277344,161.65049743652344,79056000,348.586669921875,359.6666564941406,342.5666809082031,357.8233337402344,89348400,221.93186950683594,227.58700995493996,220.05344992699278,225.51975205688873,28995100,24.363964080810547,25.255389153160042,23.960677101781798,24.89003527746439,703833000,119.97667694091797,120.95297998297751,119.49308511137706,120.05879315588405,12914700,163.12557983398438,163.45679949343062,159.89404025997754,160.58331972200222,10330900,212.85372924804688,216.6052271039469,212.474692553041,216.5177605196852,7430000
2022-04-07,168.81793212890625,170.01438898962488,166.57213259059588,167.85684898260146,77594700,292.2033996582031,294.41404904374673,287.33610072397653,287.63666926754246,31411200,134.95767211914062,136.2249325297986,133.3080392474461,135.07833039176163,26234000,157.7845001220703,160.07899475097656,154.51150512695312,158.39999389648438,68136000,352.4200134277344,358.86334228515625,340.5133361816406,350.7966613769531,79447200,221.58399963378906,224.13826072274853,217.22089742942342,222.5579910036232,21037200,24.16531753540039,24.678411208744393,23.436605101270906,24.397906520431153,557992000,119.61170196533203,120.3690284922998,117.45834398585835,119.48396098022441,12994200,162.7048797607422,163.77012629460864,161.3352809769448,162.624318340309,7385200,210.07412719726562,212.53300899406767,207.67355645811546,212.17341425196634,6995100
2022-04-08,166.80746459960938,168.46485203266047,165.93464112451483,168.46485203266047,76575500,287.93719482421875,291.9609601748586,287.2681798847174,291.30165053832746,24361900,132.37449645996094,134.74066862943772,132.0546959534093,134.65475908711477,25142000,154.4604949951172,157.36849975585938,154.2310028076172,156.75,46002000,341.8299865722656,349.4800109863281,340.8133239746094,347.7366638183594,55013700,220.96780395507812,223.7506516153979,218.68189283534048,221.0175006421963,18375700,23.078231811523438,23.880814903915528,23.021333116459182,23.87482496633448,524781000,121.80155181884766,122.175641426288,119.97667284953658,120.1409052738682,13126900,163.02711486816406,163.98494603240795,161.51428690017883,162.3199419620777,7144500,210.8808135986328,213.24251541623627,207.09044627392768,208.77181282259193,5438600
2022-04-11,162.55123901367188,165.76793805160875,162.306063690876,165.4541214198734,72246700,276.58343505859375,283.7098510494845,276.3313338468451,282.9148149628091,34569300,127.94107818603516,131.18768319388306,127.78714112721842,130.92052859554875,36884000,151.1219940185547,154.13650512695312,150.5345001220703,152.71299743652344,52112000,325.30999755859375,336.15667724609375,324.8800048828125,326.79998779296875,59357100,215.13375854492188,219.2583254727486,213.90135055228345,217.08174115310993,20516600,21.878355026245117,22.28064432124628,21.621808207745975,22.174832229313022,575207000,121.3544921875,123.08812222108804,120.96214976032873,121.3544921875,10466400,160.9861602783203,164.88907270806075,160.77132983390828,163.81487950867785,5932000,208.7134552001953,211.1917785888026,207.41112567452936,209.1994003811038,6942700
2022-04-12,164.4243927001953,166.59173431379904,163.42407312851623,164.77744578641645,79265200,273.48077392578125,281.896753274819,271.958520427189,280.44237773614145,30966700,126.83967590332031,130.69856646821188,125.92051646529828,130.69856646821188,32710000,150.78750610351562,155.0989990234375,150.38299560546875,153.6925048828125,55178000,328.98333740234375,340.39666748046875,325.5333251953125,332.5466613769531,65976000,212.82798767089844,220.66964592068672,211.82418128693826,218.89061972232165,20128800,21.466081619262695,22.684929295161435,21.24447295091747,22.497261070505825,662258000,120.02228546142578,122.79610933254386,119.25583962442809,120.56975472940803,12989900,161.0398406982422,161.8544424200479,159.51806611780532,160.41322924266294,5957500,205.45762634277344,210.89050499481718,204.7773060230697,210.41427335608918,7446600
2022-04-13,167.1115264892578,167.73917483894797,163.55159028656504,164.15962041661322,70618900,278.87164306640625,279.80243508000837,272.7438673323913,274.1303944317771,21907200,129.00425720214844,129.44124574163172,126.86600481164518,127.12323339637223,27928000,155.54100036621094,156.02499389648438,149.60000610351562,150.01849365234375,53390000,340.7900085449219,342.0799865722656,324.3666687011719,327.02667236328125,55121100,213.67279052734375,215.28286015144602,210.0352112174159,210.52221451255943,19231800,22.16384506225586,22.46032219872816,21.417164936005605,21.689684227915237,516943000,116.153564453125,117.93281889759626,114.97651652779719,115.82508563855157,30838000,161.72015380859375,161.88127659516363,160.44902396449578,161.03982117435564,5643100,207.2751007080078,207.83879900375646,201.34656245088672,204.51492028919162,8052900
2022-04-14,162.10008239746094,167.96468590036903,161.8549071161648,167.3272211904121,75329400,271.3185729980469,279.54065279729,270.82410546962507,279.3273432160326,28221600,125.8619155883789,129.58573595208222,125.73379383047663,129.58573595208222,31598000,151.7064971923828,155.89700317382812,151.4720001220703,155.38999938964844,51598000,328.3333435058594,337.57000732421875,327.39666748046875,333.0966796875,58422300,208.89222717285156,213.67276920904337,208.71333730593284,213.57337583944476,18379500,21.220518112182617,22.736840873608053,21.125686298057552,22.465319189569,569097000,115.07688903808594,117.06600771679217,114.07319987253908,115.42361359258999,18835200,161.0398406982422,162.3825853855286,160.88766460610904,161.12936247437008,6188200,206.8085479736328,209.87972514159972,206.55586181292807,208.24695641728536,8191600
2022-04-18,161.88436889648438,163.38484067093813,160.41331696354428,160.75655343597518,69023900,271.987548828125,273.8685431580262,269.8738639301832,270.42653361861943,20778000,126.80194091796875,127.33426494363471,125.31767872057605,126.13007637850053,20808000,152.78500366210938,154.0395050048828,150.25050354003906,151.52349853515625,46514000,334.7633361816406,338.3066711425781,324.4700012207031,329.6766662597656,51715200,209.4786376953125,212.07264709493094,207.0237699231897,208.71335116143658,16580800,21.744590759277344,22.049051350332444,21.041831657437864,21.162618586314927,525701000,117.21199798583984,117.92369976514571,114.54766904402372,114.66628368678744,11834400,159.03466796875,161.47845922809847,158.21111961619934,160.88764834721303,6318700,207.1778564453125,209.7630882395903,205.57424335924134,205.72002097438624,4744400
2022-04-19,164.16937255859375,164.58128022532864,160.74673499644868,161.8353139115337,67723800,276.6222229003906,277.4657855900737,269.94180647005487,270.8823038600572,22297700,129.1184844970703,129.4402551429919,126.12959238263713,126.81685374764395,26490000,158.11549377441406,158.6490020751953,151.55050659179688,152.0294952392578,54926000,342.7166748046875,344.9800109863281,331.77667236328125,335.0199890136719,49847700,215.97854614257812,217.09167908544572,207.7194636736755,209.23015492849504,20089900,22.158855438232422,22.333546077200904,21.27641352942195,21.681697715813993,512781000,119.63906860351562,119.82156765056916,117.00211887717334,117.20285669075422,15015400,163.886474609375,166.44664181891932,161.08460951966612,161.77388898430274,14380800,209.6367950439453,210.4240240406048,206.46843709335184,207.10988843502744,5028800
2022-04-20,164.00267028808594,165.62083637298807,162.89448802131358,165.50314204406817,67929800,277.6499328613281,280.8883679766164,276.690054609588,280.59747515624474,22906700,127.1629409790039,130.49894112574688,126.62664655558798,129.99541023177304,31696000,153.9980010986328,157.6024932861328,153.60350036621094,157.6024932861328,59630000,325.73333740234375,344.6666564941406,325.0833435058594,343.3333435058594,70711200,199.19204711914062,212.8478691260069,197.70123745239846,212.30123588180808,43036500,21.444122314453125,22.630027304843697,21.16261996089313,22.477297203232133,468974000,120.05880737304688,121.81980916411331,119.83981685114937,120.91650284707407,13430200,164.61154174804688,164.99646898339654,162.83016226355022,163.13452809816565,8044900,211.66799926757812,214.61284076152,211.27924904765018,212.51355398222037,7178300
2022-04-21,163.2082977294922,168.21968163880754,162.70814548680565,165.65024919174274,87227800,272.268798828125,284.3788898792056,271.5416110467196,279.80245359132033,29454600,123.95954132080078,129.20734344647272,123.673512070281,128.36466000936693,36446000,148.29600524902344,156.73800659179688,147.58949279785156,154.71400451660156,63970000,336.260009765625,364.0733337402344,332.1400146484375,358.24334716796875,105416400,186.91773986816406,201.72644447133365,184.44299014244527,200.36484304121487,49954100,20.147415161132812,22.35252002501782,19.964737251699987,21.670723684292494,656209000,119.12811279296875,121.18110190752421,118.5806573827214,120.64276588116108,12174200,164.13711547851562,165.4888069156636,163.4209822277933,164.64735137049777,6969200,210.36570739746094,217.62573102050987,209.29663668623812,213.3396901192163,8850300
2022-04-22,158.6676483154297,164.63031369845396,158.38325153783305,163.2475363117759,84882400,265.69500732421875,274.5861024440905,265.064783867457,273.1123163539271,29405800,118.8160171508789,124.54302006316087,118.1103889142465,124.14377326402423,56884000,144.35000610351562,149.61500549316406,143.69749450683594,148.25,73078000,335.01666259765625,344.95001220703125,331.3333435058594,338.3033447265625,69696600,182.98196411132812,191.53921150396803,182.14711440602153,189.2036038179686,36426800,19.4805908203125,20.44987943712727,19.465617877374534,20.26720153654447,624713000,115.70645141601562,119.09160810599046,115.59696313067283,118.87261761258293,14318800,162.50790405273438,163.94911719798043,162.3646883368709,163.34041284302185,8003600,202.3184051513672,210.4725643033359,202.10458809561698,210.16156711397971,6201100
2022-04-25,159.7366485595703,160.02104538080667,155.40195017437114,158.01060452122857,96046400,272.1815185546875,272.5596407849809,262.5341495736,264.9775192651805,35678900,122.23096466064453,122.43306957367948,117.69922438047917,118.2851793587275,46128000,146.07400512695312,146.22149658203125,142.30650329589844,144.0229949951172,61874000,332.67333984375,336.2066650390625,325.1000061035156,326.3233337402344,68341200,185.8443145751953,186.03313770313972,180.54696975527065,181.61040596126588,29281100,19.866907119750977,19.909830566482615,19.062328587721677,19.168140672030763,641566000,115.66996765136719,115.98932708769678,112.33044225956453,114.97651855182636,17149000,166.50926208496094,167.11798001808822,163.0091851911159,163.22401556589938,11176500,204.04840087890625,204.61209913017473,199.55827166036255,200.54960409051552,6839400
2022-04-26,153.77394104003906,159.20701874643933,153.69548315348126,159.1187592356787,95623200,262.0008850097656,269.89328023075717,261.7875754313959,269.0594525267125,46518400,117.83727264404297,121.67083301891546,117.69922482697882,121.45680927223376,73054000,139.39100646972656,144.8560028076172,138.92950439453125,144.8000030517578,77530000,292.1400146484375,333.3333435058594,291.6666564941406,331.80999755859375,136133700,179.84132385253906,186.04309709190935,178.40021097521415,185.4865306150362,31747400,18.754871368408203,19.753108075976066,18.63707940645143,19.683231811083985,653143000,112.24832153320312,115.34149831955445,112.11146115619104,113.72647625719173,17209500,165.31871032714844,167.01058165360902,164.87112878912723,165.69469083909829,10190000,195.44717407226562,202.69746847428445,195.44717407226562,201.16187979434335,8155300
2022-04-27,153.54844665527344,156.7062918336278,152.3814094332879,152.90118005015773,88063200,274.60540771484375,282.1196789549304,270.6689015355711,273.5194790570219,63477700,113.51160430908203,116.43890897861922,111.9642776783268,113.68540104249192,91820000,138.16700744628906,141.94850158691406,135.7834930419922,140.19149780273438,71336000,293.836669921875,306.0,292.4533386230469,299.52667236328125,76956300,173.8780975341797,180.09975290759635,167.96455556366683,173.36127927077666,71062900,18.382530212402344,19.133203133217663,18.25775062172566,18.56520619274725,499460000,110.78841400146484,112.74103417868942,110.6059288669316,111.61873737472287,17215200,163.0092010498047,165.44404570098646,162.68694179717463,164.92484947957664,11090100,208.0915069580078,215.56534840390623,207.06130524528632,211.25986512749313,15955800
2022-04-28,160.48194885253906,161.34497072445453,155.8628394699356,156.17667104674604,130216800,280.82049560546875,282.129439349792,272.898984777169,276.515542164648,33646600,117.71064758300781,118.82992680450585,113.33333671866214,115.61758528544566,48884000,144.59649658203125,145.9375,140.3000030517578,142.17799377441406,117316000,292.5033264160156,300.0,273.8999938964844,299.99334716796875,124948500,204.469482421875,207.25232977842094,191.7180903626358,201.6767017951096,100890600,19.747119903564453,20.001671352987184,18.457398144847,18.933556381034744,570327000,112.54029083251953,112.82315182693868,110.5329266056911,112.05669898450658,13015600,164.22665405273438,165.15761781251052,162.84809501376307,163.14350052211407,9403900,214.45738220214844,218.6073443643273,213.1064548686066,214.20468115638792,10799100
2022-04-29,154.60757446289062,162.9925746827483,154.21529987659397,158.71671584912355,131747600,269.0788269042969,281.0628954479974,268.08986229591125,279.8315053530754,37073900,113.32786560058594,117.11226538731582,113.03488812105105,115.93488477812409,42676000,124.28150177001953,130.76100158691406,121.625,129.8489990234375,272662000,290.2533264160156,311.4666748046875,290.0,300.75,88133100,199.24172973632812,211.17813949886104,198.67521482363207,203.20728862930306,49193400,18.514297485351562,20.092509128467537,18.484349698064364,19.367789431189383,500435000,108.9087905883789,112.78665886614154,108.48906921014918,112.27569492070737,14874800,161.54115295410156,163.4120407161087,161.308401786221,163.3672798254312,8463100,207.13902282714844,214.98217129221354,206.38094943884838,212.4746920732703,7965000
2022-05-02,154.91159057617188,155.17636916422146,150.31209888761785,153.68571389859628,123055300,275.8174133300781,276.27311874857577,267.8183496319424,269.263019546411,35151100,115.784423828125,115.94580921166728,111.82870509334481,112.62819126516962,35534000,124.5,124.66799926757812,118.375,122.4010009765625,148788000,300.9800109863281,302.1199951171875,282.6766662597656,286.92333984375,75781500,209.83642578125,210.58183058253957,199.75855347442706,199.93744334739281,49915300,19.49856185913086,19.53948803265964,18.358575147797907,18.508310298522446,572049000,109.90335083007812,110.14058708345043,107.86861435018751,109.38326051857548,18545000,159.9119415283203,162.39154723121106,158.47072833786606,161.55009170075752,7145400,205.58401489257812,206.17686874445113,201.14248261696684,205.8172739724518,8803700
2022-05-03,156.40225219726562,157.60852567132414,153.30324720330452,155.09791756360522,88966500,273.2092590332031,275.4877863561019,271.62883306903626,275.3229441287677,25978600,116.53028106689453,117.63069314671395,115.2396829127405,115.63296649848806,24968000,124.25350189208984,126.22049713134766,122.82499694824219,124.05349731445312,79134000,303.0833435058594,308.02667236328125,296.1966552734375,301.05999755859375,63709500,210.73089599609375,213.5833067211387,206.8150338563756,209.16057479885507,41556300,19.56743621826172,19.790044492832212,19.099263315754698,19.365792728207555,475751000,112.2574462890625,113.29762690779594,110.20445712661041,110.88878684742777,15720900,159.59866333007812,161.69335589315205,159.05261315503324,160.05520536801743,5898700,202.69749450683594,207.60554484163518,200.4718716310676,207.60554484163518,6616900
2022-05-04,162.8160400390625,163.26715427373458,156.18648942865437,156.58858056796436,108256500,281.15985107421875,282.0324703593983,268.31286891823476,273.99461437075183,33599300,121.42352294921875,122.01295576109642,114.32746141701645,116.22984481156482,49916000,125.92849731445312,126.0,119.18299865722656,123.5999984741211,110746000,317.5400085449219,318.5,295.09332275390625,301.3133239746094,81643800,222.0411834716797,222.92572988646552,205.69197470474614,209.3593535489935,41375900,20.29814338684082,20.364026989571897,18.717934609583033,19.887868830192616,648855000,115.97107696533203,116.24481164214498,111.99283957412602,112.04759068630582,17128500,161.30838012695312,161.57693177585296,158.57813007149596,159.4732931284259,5923000,208.48992919921875,208.762057320181,199.55825420299834,203.46525769662793,7191100
2022-05-05,153.74456787109375,160.91349295341686,151.9596840798174,160.68793581379188,130525300,268.9140319824219,277.64028485633924,265.99557571933246,276.85492446483426,43260400,115.70745849609375,120.20990548103431,114.21773323366315,119.3806259942041,45840000,116.40699768066406,123.4990005493164,115.07250213623047,123.0,144392000,291.09332275390625,315.20001220703125,285.8999938964844,313.00665283203125,92519100,207.00387573242188,218.82102558136842,204.89686973874197,217.3997944123143,41129200,18.810768127441406,19.889861139845554,18.46737491476194,19.831964764302004,626331000,113.06950378417969,115.05862221863555,111.46361523922091,114.28305001797143,15055400,158.22900390625,160.86974563252213,156.89521980384058,160.61014071843894,7089200,199.47084045410156,208.54829547989246,197.36183954317633,206.30323047245187,7749600
2022-05-06,154.4713134765625,156.59274408051633,151.42666686979732,153.223988771511,116124600,266.3736572265625,270.75616352746886,263.0188773696703,266.4512108789899,37780300,114.95365142822266,116.76615498990255,113.23451331524208,114.39550456228451,39710000,114.77249908447266,119.05049896240234,113.08149719238281,114.8499984741211,124260000,288.54998779296875,296.0,281.03668212890625,295.6666564941406,72903000,202.5215301513672,208.09715896786054,199.78837906809204,206.0696493080628,34747200,18.642072677612305,19.477596826336676,17.958280958741344,18.702965948851222,633297000,112.88701629638672,113.40710653404984,110.56941912604341,112.9600131272702,14417900,157.87991333007812,158.3274948850506,156.37604586174103,156.77886652939526,6434000,197.11886596679688,199.9373428800327,194.59194438054294,198.02271714018914,8825300
2022-05-09,149.34457397460938,153.0472550938576,148.78476058813538,152.16331792415085,131577900,256.5324401855469,264.07580012501256,255.31078485449888,261.845769469364,47726000,111.74031066894531,114.28873566343553,111.23330949084597,112.47424700492478,40802000,108.78900146484375,114.0,107.95700073242188,111.3125,128124000,262.3699951171875,281.8766784667969,260.3833312988281,278.8166809082031,90810300,195.0078582763672,201.3288921442764,194.38171333626698,198.61560751404264,36303200,16.92011260986328,18.222809887329202,16.79732840064044,18.00220081323754,644455000,111.18989562988281,112.53118302104582,109.94897715651854,111.41800554099592,14312300,158.73927307128906,159.84031985217365,156.28652127686578,157.0563620839399,7855200,187.57485961914062,195.1070107178367,186.68072217152516,194.42669035876747,10314100
2022-05-10,151.75082397460938,153.94101241988017,150.199037111182,152.74279743655404,115366700,261.3027648925781,265.42349495118094,257.00751689764115,263.42615521933493,39336400,113.61139678955078,115.45369346873255,112.12713482583916,114.71627925252434,39900000,108.85900115966797,112.64250183105469,107.1709976196289,111.25,105434000,266.67999267578125,275.1199951171875,258.0833435058594,273.10333251953125,84401700,196.43899536132812,201.71647381017016,193.00020322177312,198.28759977595956,34452500,17.5639705657959,18.16590781619085,16.994976064340783,17.657804659889177,761474000,108.47994232177734,112.94177136093853,107.2663959960867,112.3304385062324,16382400,158.52444458007812,160.3953323517756,157.99630158102394,159.54493006092278,8186700,188.13858032226562,192.1913622627086,185.60194531437702,191.1806025842968,11016500
2022-05-11,143.88385009765625,152.67402087769284,143.20616949802272,150.7588463480562,142689800,252.62498474121094,263.1061806584497,251.41300529112004,257.5989531386787,48975900,112.8243408203125,115.56742256499777,112.4608505325777,112.4608505325777,37534000,105.37200164794922,110.15599822998047,104.42849731445312,108.10350036621094,109704000,244.6666717529297,269.92333984375,242.39999389648438,265.0,97224600,187.58360290527344,199.4405009853025,187.11648136355788,195.1270956342218,31153400,16.60067367553711,17.721694464260565,16.538784636687943,17.316410271106523,670167000,107.79561614990234,112.1297043449028,107.61313101044706,108.85404945055615,14630300,157.6650848388672,159.62549425889404,157.44129405866514,157.51290874742241,6138900,191.19029235839844,192.74532302537762,186.01982799608345,188.05109032691948,9427300
2022-05-12,140.01419067382812,143.58918770892123,136.32134136947613,140.22044713133192,182602000,247.5831756591797,251.97538813892353,242.41529334839248,249.85199770937754,51033800,112.07103729248047,113.51209458382574,109.0722196869369,110.61458326418952,53836000,106.93049621582031,110.78050231933594,102.40550231933594,102.75,132026000,242.6666717529297,253.22000122070312,226.6666717529297,233.6666717529297,140313000,190.06829833984375,196.8365717684213,183.64787139934884,185.9139008688647,38262200,16.1464786529541,16.758398648288527,15.53955185958914,16.19040169441591,708728000,107.70436096191406,107.95984291176484,105.26814913265858,106.75542303292474,16318800,159.22267150878906,159.29428620275547,156.3939662222006,157.96944851214266,6898600,188.87762451171875,190.91275128933736,184.96315911639482,189.42292021689946,9308600
2022-05-13,144.4829559326172,145.45528221531998,140.55438668965164,142.00795311338425,113990900,253.17770385742188,255.03931767520342,247.58321627668954,249.52238377509423,34925100,115.25556945800781,117.06757292154458,112.82682515156004,113.74846229986935,35038000,113.05500030517578,113.18399810791016,107.80000305175781,109.06900024414062,93684000,256.5299987792969,262.45001220703125,250.52333068847656,257.82666015625,92150700,197.40306091308594,198.66528393654625,190.10803634450932,191.40007434633253,24549800,17.67477798461914,17.896386648845493,16.563741598498687,16.758397445943917,670437000,108.66242218017578,109.72085539487708,107.63136799939507,108.95440951777168,10443200,158.3096160888672,160.1357429919249,157.3696920047333,159.96565979985894,7732200,193.99954223632812,195.27514797917743,191.34121802407446,191.82809135238,6684500
2022-05-16,142.94097900390625,144.88563148350204,141.6052649207857,142.95081001781338,86643800,253.54612731933594,257.7347358357674,248.00010759554567,252.0529601965687,32550900,113.66107177734375,115.37425431835217,113.10938061192142,114.1680730032844,25990000,110.81050109863281,113.99250030517578,110.35399627685547,113.0999984741211,74566000,241.4566650390625,256.586669921875,239.69667053222656,255.72000122070312,86098500,198.81436157226562,204.11170683714172,194.7295426618797,195.84269080888842,27112600,17.233562469482422,17.756638793540063,17.075841992587314,17.478131357511366,521446000,107.90511322021484,109.00003799803468,106.96530150966979,108.160595204282,10269000,159.41064453125,160.35056850653885,157.70087975304227,158.30959775630836,5516700,192.6168212890625,194.690906395585,190.73749739791268,192.13969494270563,5161300
2022-05-17,146.57492065429688,147.09545486873625,144.06062380512492,146.2017017887358,78336300,258.7043151855469,260.16836636831925,254.4769151081099,258.0158894934678,28828800,115.6751708984375,116.0992479298773,114.08315444400371,116.04015386240661,23054000,115.36849975585938,115.80000305175781,111.27649688720703,113.2750015258789,76448000,253.8699951171875,254.82666015625,242.9499969482422,249.1199951171875,80236200,201.3785400390625,204.2011508514978,197.14464656835696,200.88160354490606,24872700,18.14495086669922,18.33860905502481,17.602909000272085,18.042131833684838,585830000,111.48185729980469,112.20268533312893,110.23181269092177,110.4416768368712,11160200,160.07305908203125,160.8607932577853,158.07683569679858,159.98353731566874,5751100,198.64434814453125,199.4233485598747,194.8954170034267,197.52454526248553,7265600
2022-05-18,138.3052978515625,144.72850245560213,137.40171366939953,144.22761523431257,109742900,246.92556762695312,256.1775057639479,245.65245723489335,255.5943947492182,31356000,111.13301086425781,114.60953671958168,110.79136543123056,114.21227511679197,35126000,107.11250305175781,112.85299682617188,106.2490005493164,111.43949890136719,108380000,236.60333251953125,253.5,233.60333251953125,248.17333984375,87811800,191.0621795654297,199.76850288852583,190.45591633811117,198.77462973982668,23960000,16.90813636779785,18.086056216509657,16.83426743111135,17.673784269460523,545161000,109.57486724853516,111.29025813655853,109.06390330471287,110.67892528071948,12664900,157.1011505126953,160.56542792231735,156.80574500084353,160.0909924921301,8608800,194.73959350585938,200.0659887503092,193.90217081135188,197.49529824641087,8748200
2022-05-19,134.89723205566406,139.13026237954173,134.160625433561,137.38205052865445,136095600,246.0120391845703,250.41449629814898,244.78752382257517,246.75063363367587,32692300,109.62789154052734,112.2359033534811,109.24651920632846,110.66821695459474,34144000,107.31900024414062,110.03399658203125,106.19300079345703,106.28050231933594,88142000,236.47332763671875,244.6666717529297,231.3699951171875,235.6666717529297,90296700,190.11798095703125,194.09347340576906,188.43834813629167,190.0285360166067,24446900,17.09380340576172,17.655810314998515,16.704489852561316,16.90713289482446,621310000,107.95073699951172,109.17340979839383,107.33027773471237,107.84124869248747,12765800,155.7046356201172,156.47447625360215,154.58568200511587,156.40286158314984,6874500,192.18838500976562,195.15831547181054,188.2349757113237,191.19517405513744,9012400
2022-05-20,135.1329345703125,138.1873972505803,130.2418708685785,136.60614779257094,137426100,245.44839477539062,251.26002017736235,239.50072692589913,249.99660787697098,39199300,108.16199493408203,111.41506331912538,105.07181220746052,111.18415014796633,48962000,107.59100341796875,109.89800262451172,105.0094985961914,109.56849670410156,99500000,221.3000030517578,240.52667236328125,211.0,237.99667358398438,144973200,192.35418701171875,196.6974226336246,186.71892853295577,193.77543338568094,31465600,16.66456413269043,17.379301231839957,15.727219718341468,17.301439650730654,739105000,107.06565856933594,109.19164449310637,104.94879899068258,109.00003301381776,13150100,158.4259796142578,158.58711609330115,155.80315798961578,156.51929128280585,7522100,193.80479431152344,196.3657527523512,188.92632895024946,194.42799157239392,6966600
2022-05-23,140.5543670654297,140.70168239695178,135.19186420352216,135.3293635083762,117726300,253.3106231689453,254.1366948390811,246.29392241573834,248.29592948547375,33175400,110.72431945800781,111.37930208284921,107.99613444392592,108.83684020240013,37184000,107.55699920654297,108.81900024414062,103.94999694824219,108.46099853515625,107798000,224.96665954589844,226.65333557128906,212.68666076660156,218.33999633789062,88903500,195.0277099609375,195.7830632064403,190.06829300467948,193.99408863195958,25059200,16.868207931518555,16.885178156912975,16.15047573412626,16.245307554637872,639889000,113.68997192382812,115.48747903630343,109.9033462196632,109.91247256477673,24376700,161.6602783203125,162.101718114035,159.876469492671,160.0025971118602,7040800,202.11085510253906,202.50036268286334,195.49912179485585,195.60623452217064,12187400
